"Health Center Name","City","State","Total Patients","Children (< 18 years old)","Adult (18 - 64)","Older Adults (age 65 and over)","Racial and/or Ethnic Minority","Hispanic/Latino Ethnicity","Black/African American","Asian","American Indian/Alaska Native","Native Hawaiian / Other Pacific Islander","More than one race","Best Served in another language","year","category","Patients at or below 200% of poverty","Patients at or below 100% of poverty","Uninsured","Medicaid/CHIP","Medicare","Other Third Party","Hypertension","Diabetes","Asthma","HIV","Prenatal Patients","Prenatal Patients who Delivered","Access to Prenatal Care (First Prenatal Visit in 1st Trimester)","Low Birth Weight","Cervical Cancer Screening","Adolescent Weight Screening and Follow Up","Adult Weight Screening and Follow Up","Adults Screened for Tobacco Use and Receiving Cessation Intervention","Colorectal Cancer Screening","Childhood Immunization","Depression Screening","Dental Sealants","Asthma Treatment (Appropriate Treatment Plan)","Statin Therapy for the Prevention and Treatment of Cardiovascular Disease","Heart Attack/Stroke Treatment (Aspirin Therapy for Ischemic Vascular Disease Patients)","Blood Pressure Control (Hypertensive Patients with Blood Pressure < 140/90)","Uncontrolled Diabetes > 9%","HIV Linkage to Care","Breast Cancer Screening","Depression Remission","HIV Screening","Health Center Service Grant Expenditures","Total Cost","Total Cost Per Patient","Medical","Dental","Mental Health","Substance Abuse","Vision","Enabling"
"SOUTHSIDE COMMUNITY HEALTH SERVICES","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Clinical Data",NA,NA,NA,NA,NA,NA,"0.152512788030908","0.119232705082715","0.03104786545925","-","169","82","0.887573964497041","-","0.649616368286445","0.730584851390221","0.804051260851592","0.984266543267006","0.535121328224777","0.753623188405797","0.965686274509804","0.824561403508772","-","0.75","0.975609756097561","0.682730923694779","0.236220472440945","1","0.502577319587629","-","0.60230457801308",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNITED FAMILY PRACTICE HEALTH CENTER, INC.","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Clinical Data",NA,NA,NA,NA,NA,NA,"0.288548935843391","0.126560242537078","0.077640402347024","0.001886001676446","200","126","0.695","-","0.136298421807747","0.172638436482085","0.22688927943761","0.915288220551378","0.417715617715618","0.316239316239316","0.718824940047962","0.551181102362205","-","0.841796875","0.552816901408451","0.587960802613159","0.281146637265711","0.25","0.434198746642793","-","0.056534207292093",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Clinical Data",NA,NA,NA,NA,NA,NA,"0.294237144450496","0.170296611613487","0.058927840676579","-","154","92","0.584415584415584","-","0.423655913978495","0.432601880877743","0.343153526970954","0.762022806147744","0.167423382519864","0.375","0.247518050541516","0.813953488372093","-","0.79610538373425","0.848920863309353","0.542483660130719","0.276670574443142","-","0.204733727810651","-","0.4398414271556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"WEST SIDE COMMUNITY HEALTH SERVICES, INC. DBA MINNESOTA COMMUNITY CARE","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021","Clinical Data",NA,NA,NA,NA,NA,NA,"0.235473845684284","0.163047843095324","0.033495866016536","0.006819306056109","1087","475","0.840846366145354","0.067368421052632","0.596240026232375","0.609298531810767","0.540676245927034","0.852926674649574","0.350840700294678","0.454545454545455","0.508817703048751","0.404580152671756","-","0.657877813504823","0.809278350515464","0.579134434455363","0.3671826625387","1","0.212787550744249","-","0.553551535727548",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CEDAR RIVERSIDE PEOPLES CENTER","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Clinical Data",NA,NA,NA,NA,NA,NA,"0.235823974947378","0.151934491663267","0.063829787234043","-","104","66","0.701923076923077","-","0.358730158730159","0.419902912621359","0.487126673532441","0.956521739130435","0.216636197440585","-","0.80709373868983","0.403669724770642","-","0.846381093057607","0.806818181818182","0.658354114713217","0.2217659137577","-","0.164285714285714","-","0.39741800418702",NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMMUNITY HEALTH SERVICES, INC.","MOORHEAD","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Clinical Data",NA,NA,NA,NA,NA,NA,"0.265541525285365","0.226405048501796","0.026662277814352","-","17","-","-","0","0.514462809917355","0.868686868686869","0.831618334892423","0.86030534351145","0.361702127659574","0","0.736945812807882","-","-","0.807017543859649","0.7","0.646879756468798","0.384191176470588","1","0.439153439153439","0","0.658264663111973",NA,NA,NA,NA,NA,NA,NA,NA,NA
"COOK AREA HEALTH SERVICES, INC.","COOK","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Clinical Data",NA,NA,NA,NA,NA,NA,"0.336520366414033","0.09935497053073","0.038473009245452","-","-","-","-","0","0.497732426303855","0.488235294117647","0.41437755698422","0.954162162162162","0.497124934657606","0.379310344827586","0.69391244870041","0.71264367816092","-","0.764950598023921","0.840070298769772","0.674725274725275","0.202549575070822","-","0.561643835616438","0.068669527896996","0.00730411686587",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HENNEPIN CO COMMUNITY HEALTH DEPARTMENT","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Clinical Data",NA,NA,NA,NA,NA,NA,"0.214748538756884","0.108705040000345","0.060031104199067","0.014618973561431","29","-","-","0","0.286919831223629","0.494545454545455","0.400782778864971","0.668275862068966","0.190703218116806","-","0.107758620689655","-","-","0.736156351791531","0.636363636363636","0.439024390243902","0.433656957928803","1","0.123809523809524","0","0.755893536121673",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HENNEPIN COUNTY, DEPARTMENT OF PRIMARY CARE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Clinical Data",NA,NA,NA,NA,NA,NA,"0.254268713446139","0.187986763741873","0.052298888814958","-","375","232","0.8","0.094017094017094","0.537342178472074","0.690704032809296","0.776842313787639","0.846411616866797","0.579131841466703","0.175","0.677770300583221","0.254794520547945","-","0.762295081967213","0.683333333333333","0.483394833948339","0.304145077720207","1","0.661269146608315","0.503086419753086","0.732958234148453",NA,NA,NA,NA,NA,NA,NA,NA,NA
"INDIAN HEALTH BOARD OF MINNEAPOLIS, INC.","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Clinical Data",NA,NA,NA,NA,NA,NA,"0.210238531358907","0.202123209336112","0.036658442016214","-","63","34","0.634920634920635","-","0.389221556886228","0.358766233766234","0.692103868574457","0.901477832512315","0.308492201039861","-","0.519278606965174","0.394366197183099","-","0.675925925925926","0.945945945945946","0.486111111111111","0.369727047146402","1","0.397058823529412","-","0.192973256423702",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAKE SUPERIOR COMMUNITY HEALTH CENTER","DULUTH","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Clinical Data",NA,NA,NA,NA,NA,NA,"0.454338311395379","0.173167735112612","0.05239110569601","-","18","-","0.944444444444444","-","0.409791477787851","0.758364312267658","0.802190280629706","0.977137631458619","0.409749670619236","0","0.554394299287411","0.353846153846154","-","0.758041958041958","0.84297520661157","0.533007334963325","0.299107142857143","-","0.414481897627965","-","0.164619164619165",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NATIVE AMERICAN COMMUNITY CLINIC","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Clinical Data",NA,NA,NA,NA,NA,NA,"0.325684811984474","0.238244139063664","0.157313300927972","0.007070260715864","40","26","0.925","-","0.281395348837209","0.596107055961071","0.501240694789082","0.954040029651594","0.246478873239437","-","0.298591549295775","-","-","0.784869976359338","0.721518987341772","0.639575971731449","0.295285359801489","1","0.232415902140673","-","0.502024291497976",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEIGHBORHOOD HEALTHSOURCE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Clinical Data",NA,NA,NA,NA,NA,NA,"0.189979252686649","0.103796468001246","0.036181990009451","-","89","54","0.764044943820225","-","0.407516891891892","0.771061093247588","0.70944069813566","0.973081328751432","0.291399229781772","0.288659793814433","0.620430544272949","-","-","0.793672627235213","0.741666666666667","0.616412213740458","0.291071428571429","1","0.339425587467363","0.126865671641791","0.403802710843373",NA,NA,NA,NA,NA,NA,NA,NA,NA
"OPEN CITIES HEALTH CENTER","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Clinical Data",NA,NA,NA,NA,NA,NA,"0.296248623181389","0.192201118630849","0.063569682151589","-","-","-","-","0","0.512244897959184","0.355971896955504","0.665226781857451","0.961583924349882","0.495161290322581","-","0.471513605442177","-","-","0.859797297297297","1","0.539877300613497","0.327380952380952","-","0.293103448275862","-","0.402482269503546",NA,NA,NA,NA,NA,NA,NA,NA,NA
"OPEN DOOR HEALTH CENTER","MANKATO","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Clinical Data",NA,NA,NA,NA,NA,NA,"0.414160427807487","0.271094653337822","0.062538699690403","-","23","-","0.91304347826087","0","0.646447140381282","0.459627329192547","0.908689248895434","0.88755980861244","0.395348837209302","0","0.722857142857143","0.768","-","0.702702702702703","0.769230769230769","0.683297180043384","0.272108843537415","-","0.549407114624506","-","0.073876618431074",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAWTOOTH MOUNTAIN CLINIC, INC","GRAND MARAIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Clinical Data",NA,NA,NA,NA,NA,NA,"0.325829808216334","0.094396433261062","0.049417249417249","-","48","30","1","-","0.621212121212121","0.574774774774775","0.290420168067227","0.970866439651911","0.625069949636262","-","0.482388460248239","-","-","0.60234375","0.848484848484849","0.619090098126673","0.16304347826087","1","0.650279329608939","-","0.191666666666667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOUTHSIDE COMMUNITY HEALTH SERVICES","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Clinical Data",NA,NA,NA,NA,NA,NA,"0.135443133924191","0.129018967527653","0.029181985294118","-","158","93","0.753164556962025","-","0.76450034940601","0.734800838574423","0.634351482957061","0.978229317851959","0.547752808988764","0.658823529411765","0.966578047854159","0.865217391304348","-","0.778538812785388","0.967741935483871","0.656174334140436","0.272020725388601","-","0.573863636363636","-","0.702199661590524",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNITED FAMILY PRACTICE HEALTH CENTER, INC.","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Clinical Data",NA,NA,NA,NA,NA,NA,"0.267589511630357","0.139155326996451","0.072442996742671","0.002866449511401","136","90","0.654411764705882","-","0.299043977055449","0.023175965665236","0.244313874147081","0.923114003374307","0.04982733103108","0.260416666666667","0.825372480280456","0.387755102040816","-","0.802264808362369","0.744769874476987","0.569201995012469","0.277915632754342","0.285714285714286","0.087967644084934","0","0.260499637943519",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Clinical Data",NA,NA,NA,NA,NA,NA,"0.256426135734915","0.175831975329392","0.056564822460776","-","174","90","0.637931034482759","-","0.385662431941924","0.564223798266352","0.314361485108119","0.828157894736842","0.229809976247031","0.321428571428571","0.482983682983683","0.786885245901639","-","0.784390243902439","0.87218045112781994","0.564199395770393","0.258323765786452","-","0.253148614609572","-","0.490352098667197",NA,NA,NA,NA,NA,NA,NA,NA,NA
"WEST SIDE COMMUNITY HEALTH SERVICES, INC. DBA MINNESOTA COMMUNITY CARE","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022","Clinical Data",NA,NA,NA,NA,NA,NA,"0.223720002426652","0.162492227910266","0.030905917816913","0.006822148183405","1247","625","0.793905372894948","0.066666666666667","0.54888067364962","0.569130368796479","0.445332945623728","0.835191468734852","0.302759248029109","0.405867970660147","0.662392353553516","0.421875","-","0.73011994669036","0.63013698630137","0.597219502643431","0.416620651573716","1","0.242637644046095","0.073378839590444","0.564776435311756",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CEDAR RIVERSIDE PEOPLES CENTER","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Clinical Data",NA,NA,NA,NA,NA,NA,"0.232673553070252","0.164831155690895","0.068428184281843","-","94","64","0.648936170212766","-","0.379336931380108","0.605386416861827","0.663499344692005","0.938118811881188","0.198387096774194","-","0.692548746518106","0.372340425531915","-","0.805212620027435","0.72","0.656914893617021","0.254716981132075","0","0.233067729083665","0.131386861313869","0.526048714479026",NA,NA,NA,NA,NA,NA,NA,NA,NA
"COMMUNITY HEALTH SERVICES, INC.","MOORHEAD","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Clinical Data",NA,NA,NA,NA,NA,NA,"0.276411416121573","0.255436520626799","0.023025263831148","-","76","30","0.75","-","0.435075885328836","0.757475083056478","0.849325626204239","0.880616174582799","0.387230514096186","0","0.594722331626625","-","-","0.794392523364486","0.662650602409639","0.683844011142061","0.336463223787167","-","0.397701149425287","-","0.623143080531665",NA,NA,NA,NA,NA,NA,NA,NA,NA
"COOK AREA HEALTH SERVICES, INC.","COOK","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Clinical Data",NA,NA,NA,NA,NA,NA,"0.358078898330666","0.111431990560978","0.038852235836213","-","-","-","-","0","0.503937007874016","0.6183970856102","0.624373478447659","0.938379922464803","0.506512301013025","0.316455696202532","0.676524953789279","0.625","-","0.769150052465897","0.832225913621262","0.714808043875686","0.209677419354839","-","0.552874743326489","-","0.007585899152164",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HENNEPIN CO COMMUNITY HEALTH DEPARTMENT","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Clinical Data",NA,NA,NA,NA,NA,NA,"0.206959528781538","0.079577687203944","0.061168594035301","0.02130249543518","22","-","-","-","0.354901960784314","0.477911646586345","0.409238542042584","0.799188640973631","0.146817248459959","-","0.099169516365413","-","-","0.671511627906977","0.890909090909091","0.458730158730159","0.448132780082988","-","0.202072538860104","0","0.704125177809388",NA,NA,NA,NA,NA,NA,NA,NA,NA
"HENNEPIN COUNTY, DEPARTMENT OF PRIMARY CARE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Clinical Data",NA,NA,NA,NA,NA,NA,"0.290454012295777","0.200363201080927","0.044692053385576","-","427","241","0.763466042154567","0.074074074074074","0.550796265788029","0.690461538461538","0.882940818632137","0.872830967115641","0.497975708502024","0.280701754385965","0.751225952470766","0.400641025641026","-","0.711910112359551","0.753846153846154","0.543598716827063","0.303602811950791","-","0.674427782162589","0.5","0.735405252219913",NA,NA,NA,NA,NA,NA,NA,NA,NA
"INDIAN HEALTH BOARD OF MINNEAPOLIS, INC.","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Clinical Data",NA,NA,NA,NA,NA,NA,"0.228524610055817","0.166972046521118","0.045172413793103","-","79","46","0.607594936708861","-","0.389233954451346","0.223214285714286","0.62710970464135","0.888888888888889","0.264857881136951","-","0.450277949351451","-","-","0.684210526315789","0.944444444444444","0.53014553014553","0.333333333333333","-","0.381578947368421","-","0.458094742321707",NA,NA,NA,NA,NA,NA,NA,NA,NA
"LAKE SUPERIOR COMMUNITY HEALTH CENTER","DULUTH","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Clinical Data",NA,NA,NA,NA,NA,NA,"0.414007698897689","0.164755753310963","0.054968287526427","-","-","-","-","0","0.381638846737481","0.802228412256267","0.829838954725008","0.841894060995185","0.334181078331638","-","0.686428038777032","0.46551724137931","-","0.780859916782247","0.871428571428571","0.554945054945055","0.286008230452675","-","0.346465816917729","-","0.176561058135958",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NATIVE AMERICAN COMMUNITY CLINIC","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Clinical Data",NA,NA,NA,NA,NA,NA,"0.231077650686897","0.167243677093784","0.161456102783726","0.00813704496788","43","30","0.651162790697674","0","0.284325637910085","0.911578947368421","0.917647058823529","0.768595041322314","0.219158200290276","-","0.289256198347107","-","-","0.826196473551637","0.777777777777778","0.672248803827751","0.2","-","0.278523489932886","0.106837606837607","0.557436517533253",NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEIGHBORHOOD HEALTHSOURCE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Clinical Data",NA,NA,NA,NA,NA,NA,"0.183847461519909","0.102255783143606","0.027366172740622","-","101","54","0.742574257425743","-","0.411764705882353","0.739884393063584","0.824805021875594","0.924630261660978","0.279162512462612","0.272727272727273","0.651485148514852","-","-","0.80863309352518","0.539568345323741","0.599607458292444","0.345388788426763","-","0.350282485875706","-","0.413410969196093",NA,NA,NA,NA,NA,NA,NA,NA,NA
"OPEN CITIES HEALTH CENTER","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Clinical Data",NA,NA,NA,NA,NA,NA,"0.256687705109033","0.19617487050112","0.054879773691655","-","28","-","-","0","0.505757307351639","0.755760368663594","0.512236573759347","0.941390041493776","0.430062630480167","-","0.670388910281094","-","-","0.883755588673621","0.982142857142857","0.645536869340233","0.283422459893048","-","0.333333333333333","-","0.353148220570982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"OPEN DOOR HEALTH CENTER","MANKATO","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Clinical Data",NA,NA,NA,NA,NA,NA,"0.328810564110628","0.239817957718323","0.059642147117296","-","19","18","-","-","0.513736263736264","0.366379310344828","0.756862745098039","0.743079584775087","0.329331046312178","-","0.712722298221614","0.814159292035398","-","0.724014336917563","0.730769230769231","0.705069124423963","0.325732899022801","-","0.387596899224806","-","0.102493074792244",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SAWTOOTH MOUNTAIN CLINIC, INC","GRAND MARAIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Clinical Data",NA,NA,NA,NA,NA,NA,"0.305526160238147","0.082794126071649","0.054097238073499","-","39","21","0.948717948717949","-","0.634825870646766","0.651291512915129","0.35594219994102","0.975538517707192","0.613308515588646","-","0.594424161964819","-","-","0.652030735455543","0.827004219409283","0.681569343065693","0.126482213438735","-","0.604384133611691","-","0.200077549437767",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOUTHSIDE COMMUNITY HEALTH SERVICES","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Clinical Data",NA,NA,NA,NA,NA,NA,"0.134940261979896","0.122336910992345","0.026866283839213","-","189","89","0.645502645502645","-","0.686967910936477","0.82928870292887","0.902303120356612","0.981198076082204","0.439823008849558","0.451219512195122","0.965829145728643","0.892537313432836","-","0.820618556701031","0.942857142857143","0.738938053097345","0.287841191066998","-","0.452685421994885","-","0.702611367127496",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNITED FAMILY PRACTICE HEALTH CENTER, INC.","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Clinical Data",NA,NA,NA,NA,NA,NA,"0.27662719829509","0.144602548057279","0.075415953972944","0.002643445809361","24","-","-","-","0.514210756449497","0.232984293193717","0.332083333333333","0.89616704805492","0.227864583333333","-","0.825324180015256","-","-","0.809345794392523","0.728155339805825","0.558741258741259","0.301939058171745","-","0.359060402684564","0.121771217712177","0.390586292320396",NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNIVERSITY OF MINNESOTA","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Clinical Data",NA,NA,NA,NA,NA,NA,"0.247758491555609","0.17855623469386","0.047958275028622","-","194","99","0.61340206185567","-","0.47334200260078","0.691046658259773","0.351735913488902","0.814119970377685","0.259636685866194","0.263636363636364","0.447470817120623","0.730941704035874","-","0.772491349480969","0.829931972789116","0.541973490427099","0.246268656716418","-","0.300707547169811","-","0.597850678733032",NA,NA,NA,NA,NA,NA,NA,NA,NA
"WEST SIDE COMMUNITY HEALTH SERVICES, INC. DBA MINNESOTA COMMUNITY CARE","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023","Clinical Data",NA,NA,NA,NA,NA,NA,"0.230136128486902","0.167077681733978","0.027784081698817","0.007391797698168","1252","680","0.766773162939297","0.060205580029369","0.571690054911531","0.516244946848331","0.473635924674071","0.84360223527726","0.253453116226839","0.360381861575179","0.735230182116806","0.370833333333333","-","0.748007501172058","0.589855072463768","0.687731616929979","0.42502756339581","-","0.261839396019218","0.067961165048544","0.554692411315671",NA,NA,NA,NA,NA,NA,NA,NA,NA
"CEDAR RIVERSIDE PEOPLES CENTER","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1793858","7175742","992.358180058083",NA,NA,NA,NA,NA,NA
"COMMUNITY HEALTH SERVICES, INC.","MOORHEAD","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3577348","5318667","1408.91841059603",NA,NA,NA,NA,NA,NA
"COOK AREA HEALTH SERVICES, INC.","COOK","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3656392","13765157","1032.4900240024",NA,NA,NA,NA,NA,NA
"HENNEPIN CO COMMUNITY HEALTH DEPARTMENT","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2194604","3427422","850.26593897296",NA,NA,NA,NA,NA,NA
"HENNEPIN COUNTY, DEPARTMENT OF PRIMARY CARE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1982017","40374975","1422.85646320835",NA,NA,NA,NA,NA,NA
"INDIAN HEALTH BOARD OF MINNEAPOLIS, INC.","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1801367","9303492","2215.11714285714",NA,NA,NA,NA,NA,NA
"LAKE SUPERIOR COMMUNITY HEALTH CENTER","DULUTH","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1700274","9549453","956.763149984971",NA,NA,NA,NA,NA,NA
"NATIVE AMERICAN COMMUNITY CLINIC","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1781181","6639621","1484.04582029504",NA,NA,NA,NA,NA,NA
"NEIGHBORHOOD HEALTHSOURCE","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2071955","6823210","831.895879053889",NA,NA,NA,NA,NA,NA
"OPEN CITIES HEALTH CENTER","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2883258","9730068","1144.04091710758",NA,NA,NA,NA,NA,NA
"OPEN DOOR HEALTH CENTER","MANKATO","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2746914","9048521","834.349562010143",NA,NA,NA,NA,NA,NA
"SAWTOOTH MOUNTAIN CLINIC, INC","GRAND MARAIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2292492","6379637","1348.1904057481",NA,NA,NA,NA,NA,NA
"SOUTHSIDE COMMUNITY HEALTH SERVICES","MINNEAPOLIS","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3266482","7926973","778.604557509086",NA,NA,NA,NA,NA,NA
"UNITED FAMILY PRACTICE HEALTH CENTER, INC.","SAINT PAUL","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","Cost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1865616","15430133","1004.82762438135",NA,NA,NA,NA,NA,NA
